Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Personalised Message On Cake (product.metafields.custom.personalised_message_on_cake),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Allergen information (product.metafields.shopify.allergen-information),Flavor (product.metafields.shopify.flavor),Flour/Grain type (product.metafields.shopify.flour-grain-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
rainbow-vanilla-slice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/4708/5421/files/Rainbowvanillaslice2.jpg?v=1770723685,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,
rainbow-vanilla-slice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/4708/5421/files/Rainbowvanillaslice.jpg?v=1770723685,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,
strawberry-slice,Strawberry Slice,"<div class=""flex flex-col text-sm pb-25"">
<article class=""text-token-text-primary w-full focus:outline-none [--shadow-height:45px] has-data-writing-block:pointer-events-none has-data-writing-block:-mt-(--shadow-height) has-data-writing-block:pt-(--shadow-height) [&amp;:has([data-writing-block])&gt;*]:pointer-events-auto scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" dir=""auto"" data-turn-id=""request-WEB:c1bb8863-5b86-468d-a97b-a96b6dcf9be5-5"" data-testid=""conversation-turn-12"" data-scroll-anchor=""true"" data-turn=""assistant"" tabindex=""-1"">
<div class=""text-base my-auto mx-auto pb-10 [--thread-content-margin:--spacing(4)] @w-sm/main:[--thread-content-margin:--spacing(6)] @w-lg/main:[--thread-content-margin:--spacing(16)] px-(--thread-content-margin)"">
<div class=""[--thread-content-max-width:40rem] @w-lg/main:[--thread-content-max-width:48rem] mx-auto max-w-(--thread-content-max-width) flex-1 group/turn-messages focus-visible:outline-hidden relative flex w-full min-w-0 flex-col agent-turn"" tabindex=""-1"">
<div class=""flex max-w-full flex-col grow"">
<div data-message-author-role=""assistant"" data-message-id=""e1a8ae60-38d0-4cd3-b54d-e9896c06556f"" dir=""auto"" class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal [.text-message+&amp;]:mt-1"" data-message-model-slug=""gpt-5-2"">
<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[1px]"">
<div class=""markdown prose dark:prose-invert w-full wrap-break-word light markdown-new-styling"">
<p data-start=""0"" data-end=""251"" data-is-last-node="""" data-is-only-node="""">Savour our <strong data-start=""11"" data-end=""31"">Strawberry Slice </strong> A soft, fluffy cake layered with luscious cream and sweet strawberry flavour. Light, refreshing, and perfectly balanced, it’s a delightful treat for any occasion. Freshly prepared for a fruity burst in every bite. 🍓✨</p>
</div>
</div>
</div>
</div>
<div class=""z-0 flex min-h-[46px] justify-start""><br></div>
<div class=""mt-3 w-full empty:hidden"">
<div class=""text-center""><br></div>
</div>
</div>
</div>
</article>
</div>",CAKE CORNER,"Food, Beverages & Tobacco > Food Items > Bakery > Cakes & Dessert Bars > Cakes",Slices,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,3.50,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/Strawberryslice3.jpg?v=1770723564,1,"",false,,,,,,,,,,,,,,,,,,eggs; milk; wheat,strawberry,wheat,,kg,,,active
strawberry-slice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/4708/5421/files/Strawberryslice2.jpg?v=1770723564,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,
strawberry-slice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/4708/5421/files/Strawberryslice.jpg?v=1770723564,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,
coconut-slice,Coconut Slice,"<div class=""flex flex-col text-sm pb-25"">
<article class=""text-token-text-primary w-full focus:outline-none [--shadow-height:45px] has-data-writing-block:pointer-events-none has-data-writing-block:-mt-(--shadow-height) has-data-writing-block:pt-(--shadow-height) [&amp;:has([data-writing-block])&gt;*]:pointer-events-auto scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" dir=""auto"" data-turn-id=""request-WEB:c1bb8863-5b86-468d-a97b-a96b6dcf9be5-4"" data-testid=""conversation-turn-10"" data-scroll-anchor=""true"" data-turn=""assistant"" tabindex=""-1"">
<div class=""text-base my-auto mx-auto pb-10 [--thread-content-margin:--spacing(4)] @w-sm/main:[--thread-content-margin:--spacing(6)] @w-lg/main:[--thread-content-margin:--spacing(16)] px-(--thread-content-margin)"">
<div class=""[--thread-content-max-width:40rem] @w-lg/main:[--thread-content-max-width:48rem] mx-auto max-w-(--thread-content-max-width) flex-1 group/turn-messages focus-visible:outline-hidden relative flex w-full min-w-0 flex-col agent-turn"" tabindex=""-1"">
<div class=""flex max-w-full flex-col grow"">
<div data-message-author-role=""assistant"" data-message-id=""0bc2810a-c0e3-487a-b1f2-4d4e8f587d47"" dir=""auto"" class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal [.text-message+&amp;]:mt-1"" data-message-model-slug=""gpt-5-2"">
<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[1px]"">
<div class=""markdown prose dark:prose-invert w-full wrap-break-word light markdown-new-styling"">
<p data-start=""0"" data-end=""267"" data-is-last-node="""" data-is-only-node="""">Enjoy our <strong data-start=""10"" data-end=""27"">Coconut Slice</strong>  A soft, moist cake infused with rich coconut flavour and topped with a delicate coconut finish. Light, fragrant, and perfectly sweet, it’s a tropical treat ideal for any time of day. Freshly prepared for a smooth and satisfying bite. </p>
</div>
</div>
</div>
</div>
<div class=""z-0 flex min-h-[46px] justify-start""><br></div>
<div class=""mt-3 w-full empty:hidden"">
<div class=""text-center""><br></div>
</div>
</div>
</div>
</article>
</div>",CAKE CORNER,"Food, Beverages & Tobacco > Food Items > Bakery > Cakes & Dessert Bars > Cakes",Slices,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,3.50,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/Coconutslice3.jpg?v=1770723303,1,"",false,,,,,,,,,,,,,,,,,,eggs; milk; nuts; wheat,coconut,wheat,,kg,,,active
coconut-slice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/4708/5421/files/Coconutslice2.jpg?v=1770723303,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,
coconut-slice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/4708/5421/files/Coconutslice.jpg?v=1770723303,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate-pistachio-cake,Chocolate Pistachio Cake Slice,"<div class=""flex flex-col text-sm pb-25"">
<article class=""text-token-text-primary w-full focus:outline-none [--shadow-height:45px] has-data-writing-block:pointer-events-none has-data-writing-block:-mt-(--shadow-height) has-data-writing-block:pt-(--shadow-height) [&amp;:has([data-writing-block])&gt;*]:pointer-events-auto scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" dir=""auto"" data-turn-id=""request-WEB:c1bb8863-5b86-468d-a97b-a96b6dcf9be5-3"" data-testid=""conversation-turn-8"" data-scroll-anchor=""true"" data-turn=""assistant"" tabindex=""-1"">
<div class=""text-base my-auto mx-auto pb-10 [--thread-content-margin:--spacing(4)] @w-sm/main:[--thread-content-margin:--spacing(6)] @w-lg/main:[--thread-content-margin:--spacing(16)] px-(--thread-content-margin)"">
<div class=""[--thread-content-max-width:40rem] @w-lg/main:[--thread-content-max-width:48rem] mx-auto max-w-(--thread-content-max-width) flex-1 group/turn-messages focus-visible:outline-hidden relative flex w-full min-w-0 flex-col agent-turn"" tabindex=""-1"">
<div class=""flex max-w-full flex-col grow"">
<div data-message-author-role=""assistant"" data-message-id=""8dbf399b-b772-4c42-a265-33967460f05b"" dir=""auto"" class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal [.text-message+&amp;]:mt-1"" data-message-model-slug=""gpt-5-2"">
<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[1px]"">
<div class=""markdown prose dark:prose-invert w-full wrap-break-word light markdown-new-styling"">
<p data-start=""0"" data-end=""305"" data-is-last-node="""" data-is-only-node="""">Indulge in our <strong data-start=""15"" data-end=""49"">Chocolate Pistachio Cake Slice</strong> — a rich, moist chocolate sponge layered with creamy frosting and crunchy pistachios. Perfectly balanced in flavour, it’s a luxurious treat for chocolate lovers and nut enthusiasts alike. Freshly prepared for a deliciously satisfying bite every time. 🍫💚</p>
</div>
</div>
</div>
</div>
<div class=""z-0 flex min-h-[46px] justify-start""><br></div>
<div class=""mt-3 w-full empty:hidden"">
<div class=""text-center""><br></div>
</div>
</div>
</div>
</article>
</div>",CAKE CORNER,"Food, Beverages & Tobacco > Food Items > Bakery > Cakes & Dessert Bars > Cakes",Slices,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,3.50,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/chcltnpist.jpg?v=1770723059,1,"",false,,,,,,,,,,,,,,,,,,eggs; milk; nuts; wheat,chocolate; strawberry,wheat,,kg,,,active
chocolate-pistachio-cake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/4708/5421/files/chcltnpstc2.jpg?v=1770723059,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate-pistachio-cake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/4708/5421/files/chocolateandpistachio.jpg?v=1770723059,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,
black-forest-slice,Black Forest Slice,"<p>Enjoy a classic <strong data-start=""16"" data-end=""38"">Black Forest Slice</strong> layered with rich chocolate sponge, fresh cream, and juicy cherries. Finished with chocolate shavings for the perfect balance of sweetness and indulgence. A timeless treat for celebrations or everyday dessert cravings. Freshly prepared for irresistible flavour in every bite. 🍒🍫</p>",CAKE CORNER,"Food, Beverages & Tobacco > Food Items > Bakery > Cakes & Dessert Bars > Cakes",Slices,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,4.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/Black_forest_cake_2.jpg?v=1770721980,1,"",false,,,,,,,,,,,,,,,,,,eggs; milk; wheat,chocolate; cherry,wheat,,kg,,,active
black-forest-slice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/4708/5421/files/Black_forest_cake_3.jpg?v=1770721980,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,
black-forest-slice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/4708/5421/files/Black_forest_cake.jpg?v=1770722030,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,
happy-birthday-topper-rustic,Happy Birthday Topper (Rustic),"",CAKE CORNER,Arts & Entertainment > Party & Celebration > Party Supplies,Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,1.68,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/6.jpg?v=1768660440,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
happy-birthday-topper-glitter,Happy Birthday Topper (Glitter),"",CAKE CORNER,Arts & Entertainment > Party & Celebration > Party Supplies > Birthday Candles,Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,1.68,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/pink_glitter_topper.jpg?v=1768660343,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
metalic-blue-birthday-balloon-bouquet-3,Metalic Blue Birthday Balloon Bouquet (3),"",CAKE CORNER,Arts & Entertainment > Party & Celebration > Party Supplies > Balloons,Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,8.32,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/bl057hl18xx_01.jpg?v=1768660229,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
dads-birthday-balloon-bouquet-3,Dad's Birthday Balloon Bouquet (3),"",CAKE CORNER,Arts & Entertainment > Party & Celebration > Party Supplies > Balloons,Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/bl056hl18xx_01.jpg?v=1768660136,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
blue-shark-birthday-balloon-bouquet-3,Blue Shark Birthday Balloon Bouquet (3),"",CAKE CORNER,Arts & Entertainment > Party & Celebration > Party Supplies > Balloons,Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,8.32,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/bl058hl18xx_01_4d80a13f-5174-444e-ac28-a31e14202df5.jpg?v=1768660037,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
under-the-sea-birthday-balloon-bouquet-3,Under The Sea Birthday Balloon Bouquet (3),"",CAKE CORNER,Arts & Entertainment > Party & Celebration > Party Supplies > Balloons,Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,8.32,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/bl059hl18xx_01.jpg?v=1768659829,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
metalic-pink-kids-birthday-balloon-bouquet-3,Metalic Pink Kid's  Birthday Balloon Bouquet (3),"",CAKE CORNER,Arts & Entertainment > Party & Celebration > Party Supplies > Balloons,Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,8.32,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/bl060hl18xx_01.jpg?v=1768659633,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
mums-birthday-balloon-bouquet-3,Mum's Birthday Balloon Bouquet (3),"",CAKE CORNER,Arts & Entertainment > Party & Celebration > Party Supplies > Balloons,Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,8.32,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/bl061hl18xx_01.jpg?v=1768659527,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
princess-birthday-balloon-bouquet-3,Princess Birthday Balloon Bouquet (3),"",CAKE CORNER,Arts & Entertainment > Party & Celebration > Party Supplies > Balloons,Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,8.32,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/bl062hl18xx_01.jpg?v=1768659432,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
metalic-pink-birthday-balloon-bouquet-3,Metalic Pink Birthday Balloon Bouquet (3),"",CAKE CORNER,Arts & Entertainment > Party & Celebration > Party Supplies > Balloons,Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,8.32,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/bl063hl18xx_01.jpg?v=1768659324,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
space-party-balloon-bouquet-3,Space Party Balloon Bouquet (3),"",CAKE CORNER,Arts & Entertainment > Party & Celebration > Party Supplies > Balloons,Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,8.32,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/bl064hl18xx_01.jpg?v=1768659188,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
happy-birthday-ballon-bouquet,Happy Birthday Ballon Bouquet (3),"",CAKE CORNER,Arts & Entertainment > Party & Celebration > Party Supplies > Balloons,Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,8.32,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/bl071hl18xx_01.jpg?v=1768658986,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
heart-ballon-bouqet,Heart Ballon Bouqet (3),"",CAKE CORNER,Arts & Entertainment > Party & Celebration > Party Supplies > Balloons,Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,8.32,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/bl072hl18xx_01.jpg?v=1768658878,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
valentines-teddy-bear,Valentine's Teddy Bear,"",CAKE CORNER,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Stuffed Animals",Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,8.32,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/xx015.jpg?v=1768658748,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
mothers-day-tedy-bear-bag,Mother's Day Tedy Bear & Bag,"",CAKE CORNER,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Stuffed Animals",Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,8.29,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/xx017.jpg?v=1768658607,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
18-metlic-ballon,"18"" Metlic Ballon","",CAKE CORNER,Arts & Entertainment > Party & Celebration > Party Supplies > Balloons,Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,3.32,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/balloon_2.jpg?v=1768658455,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
21-elephent-ballon,"21"" Elephent Ballon","",CAKE CORNER,Arts & Entertainment > Party & Celebration > Party Supplies > Balloons,Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,2.49,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/bl017ar1sxx_01.jpg?v=1768658095,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
42-a-boy-bear-baloon,"42"" A Boy Bear Baloon","",CAKE CORNER,Arts & Entertainment > Party & Celebration > Party Supplies > Balloons,Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,4.16,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/blue_bear_balloon.jpg?v=1768657715,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
42-a-girl-bear-baloon,"42"" A Girl Bear Baloon","",CAKE CORNER,Arts & Entertainment > Party & Celebration > Party Supplies > Balloons,Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,4.16,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/pink_bear_balloon.jpg?v=1768657513,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
42-happy-birthday-candle-ballon,"42"" Happy Birthday Candle Ballon","",CAKE CORNER,Arts & Entertainment > Party & Celebration > Party Supplies > Balloons,Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,4.16,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/base_cake_candle_balloon.jpg?v=1768656981,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
42-happy-birthday-star-ballon,"42"" Happy Birthday Star Ballon","",CAKE CORNER,Arts & Entertainment > Party & Celebration > Party Supplies > Balloons,Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,4.16,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/happy_birthday_star_balloon.jpg?v=1768656889,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
peppa-pig-topper,Peppa Pig Topper,"",CAKE CORNER,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Toy Playsets > Action Figure Playsets",Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,4.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/347121-set_peppa_pig_caballo_2.jpg?v=1768656795,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
mickey-mouse-topper,Mickey Mouse Topper,"",CAKE CORNER,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Action & Toy Figures > Action Figures",Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,4.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/347173-set_pvc_mickey_9_cm_5.jpg?v=1768656701,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
minnine-mouase-topper,Minnine Mouase Topper,"",CAKE CORNER,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Action & Toy Figures > Action Figures",Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,4.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/347174-set_pvc_minnie_9_cm_5.jpg?v=1768656584,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
iron-men-topper,Iron Men Topper,"",CAKE CORNER,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Action & Toy Figures > Action Figures",Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,4.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/347153-set_pvc_iron_man_avengers_85cm_2.jpg?v=1768656503,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
elsa-topper,Elsa Topper,"",CAKE CORNER,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Dolls",Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,4.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/347170-set_6_figuras_pvc_elsa_frozen_2_9cm_5.jpg?v=1768656400,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
lightning-mcqueen-topper,Lightning McQueen Topper,"",CAKE CORNER,Toys & Games > Toys > Play Vehicles > Toy Cars,Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,4.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/347157-set_pvc_cars_8cm_7.jpg?v=1768656322,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
anna-topper,Anna Topper,"",CAKE CORNER,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Dolls",Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,4.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/347171-set_6_figuras_pvc_anna_frozen_2_9cm_5.jpg?v=1768656186,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
spidermen-topper,Spidermen Topper,"",CAKE CORNER,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Action & Toy Figures > Action Figures",Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,4.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/347158-set_pvc_spiderman_9cm_8.jpg?v=1768656098,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
unicorn-topper,Unicorn Topper,"",CAKE CORNER,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Action & Toy Figures > Animal Figures",Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,4.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/347168-set_pvc_unicornio_3.jpg?v=1768656012,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
graduation-topper,Graduation Topper,"",CAKE CORNER,Arts & Entertainment > Party & Celebration > Party Supplies > Party Hats,Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,1.68,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/graduation_topper.jpg?v=1768655931,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
fun-times-castle-blue-candle-set,Fun Times Castle Blue Candle Set,"",CAKE CORNER,Arts & Entertainment > Party & Celebration > Party Supplies > Birthday Candles,Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,2.49,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/ca015.jpg?v=1768655820,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
fun-times-castle-pink-candle-set,Fun Times Castle Pink Candle Set,"",CAKE CORNER,Arts & Entertainment > Party & Celebration > Party Supplies > Birthday Candles,Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,2.49,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/ca016.jpg?v=1768655731,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
ice-fountain-candle,Ice Fountain Candle,"",CAKE CORNER,Arts & Entertainment > Party & Celebration > Party Supplies > Birthday Candles,Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,2.08,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/ca017xxxxb2_01.jpg?v=1768654686,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
32-standing-silver-number-ballon,"32"" Standing Number Ballon","",CAKE CORNER,Arts & Entertainment > Party & Celebration > Party Supplies > Balloons,Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,2.49,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/0_number_standing_balloon_x10_silver.jpg?v=1768654515,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
32-standing-silver-number-ballon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/4708/5421/files/0_number_standing_balloon_x10_pink.jpg?v=1768654601,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,
18-football-ballon,"18"" Football Ballon","",CAKE CORNER,Sporting Goods > Athletics > Soccer > Soccer Balls,Accessories,"",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,3.32,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/bl019hl18xx.jpg?v=1768654361,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,active
